Recency,Frequency,Monetary,Member_number,Category,Cluster,Customer_Segment,cluster
4052,2,13.4,1397,Dairy,0,Loyal Dairy Buyers,0
3423,21,241.7,1398,Fresh Food,2,Lost Fresh Food Customers,0
3574,8,56.43,1399,Fresh Food,3,New Fresh Food Customers,0
3805,8,87.6,1400,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3491,9,79.8,1401,Beverages,1,Regular Beverages Customers,0
3380,21,204.0,1402,Bakery & Sweets,2,Lost Bakery & Sweets Customers,0
3379,17,74.9,1403,Fresh Food,1,Regular Fresh Food Customers,0
3553,8,85.6,1404,Bakery & Sweets,4,Occasional Bakery & Sweets Buyers,0
3530,6,49.7,1405,Dairy,3,New Dairy Customers,0
3836,7,30.65,1406,Fresh Food,0,Loyal Fresh Food Buyers,0
3519,11,129.16,1407,Fresh Food,1,Regular Fresh Food Customers,0
3387,15,114.69,1408,Fresh Food,1,Regular Fresh Food Customers,0
3428,19,140.7,1409,Fresh Food,2,Lost Fresh Food Customers,0
3738,4,45.7,1410,Beverages,0,Loyal Beverages Buyers,0
4033,2,12.5,1411,Fresh Food,0,Loyal Fresh Food Buyers,0
3760,6,23.0,1412,Fresh Food,0,Loyal Fresh Food Buyers,0
3507,6,55.7,1413,Beverages,3,New Beverages Customers,0
3477,13,100.7,1414,Dairy,1,Regular Dairy Customers,0
3390,9,70.7,1415,Fresh Food,1,Regular Fresh Food Customers,0
3465,5,38.3,1416,Fresh Food,3,New Fresh Food Customers,0
3658,5,67.78,1417,Dairy,0,Loyal Dairy Buyers,0
3382,6,19.2,1418,Dairy,3,New Dairy Customers,0
3542,8,76.7,1419,Dairy,3,New Dairy Customers,0
3381,11,124.3,1420,Fresh Food,1,Regular Fresh Food Customers,0
3459,9,150.2,1421,Beverages,1,Regular Beverages Customers,0
3462,12,86.8,1422,Dairy,1,Regular Dairy Customers,0
3670,8,29.8,1423,Pantry Staples,0,Loyal Pantry Staples Buyers,0
3476,13,104.8,1424,Fresh Food,1,Regular Fresh Food Customers,0
3608,11,64.3,1425,Fresh Food,4,Occasional Fresh Food Buyers,0
3517,9,57.3,1426,Fresh Food,3,New Fresh Food Customers,0
3725,8,57.1,1427,Fresh Food,0,Loyal Fresh Food Buyers,0
3560,6,26.4,1428,Dairy,0,Loyal Dairy Buyers,0
3702,2,11.0,1429,Dairy,0,Loyal Dairy Buyers,0
3428,14,126.8,1430,Fresh Food,1,Regular Fresh Food Customers,0
3404,10,37.85,1431,Dairy,1,Regular Dairy Customers,0
3587,7,26.9,1432,Fresh Food,0,Loyal Fresh Food Buyers,0
3862,5,111.45,1433,Dairy,0,Loyal Dairy Buyers,0
3729,10,40.05,1434,Fresh Food,0,Loyal Fresh Food Buyers,0
3479,13,46.7,1435,Beverages,1,Regular Beverages Customers,0
3414,6,74.76,1436,Beverages,3,New Beverages Customers,0
4086,3,6.9,1437,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3441,8,75.5,1438,Dairy,3,New Dairy Customers,0
3518,14,136.75,1439,Dairy,1,Regular Dairy Customers,0
3604,7,46.45,1440,Fresh Food,0,Loyal Fresh Food Buyers,0
3552,4,18.1,1442,Fresh Food,3,New Fresh Food Customers,0
3511,7,69.5,1443,Fresh Food,3,New Fresh Food Customers,0
3386,10,62.42,1444,Fresh Food,1,Regular Fresh Food Customers,0
3390,6,19.92,1445,Fresh Food,3,New Fresh Food Customers,0
3428,20,209.84,1446,Bakery & Sweets,2,Lost Bakery & Sweets Customers,0
3523,5,20.7,1447,Fresh Food,3,New Fresh Food Customers,0
3496,16,121.4,1448,Fresh Food,2,Lost Fresh Food Customers,0
3533,11,83.7,1449,Fresh Food,1,Regular Fresh Food Customers,0
3406,8,99.36,1450,Beverages,1,Regular Beverages Customers,0
3889,2,4.9,1451,Fresh Food,0,Loyal Fresh Food Buyers,0
3416,15,159.22,1452,Fresh Food,1,Regular Fresh Food Customers,0
3402,9,85.55,1453,Fresh Food,1,Regular Fresh Food Customers,0
3490,4,23.0,1454,Fresh Food,3,New Fresh Food Customers,0
3637,14,97.62,1455,Bakery & Sweets,4,Occasional Bakery & Sweets Buyers,0
3703,2,63.9,1456,Dairy,0,Loyal Dairy Buyers,0
3516,11,127.7,1457,Dairy,1,Regular Dairy Customers,0
3408,11,76.9,1458,Fresh Food,1,Regular Fresh Food Customers,0
3381,8,56.9,1459,Dairy,1,Regular Dairy Customers,0
3378,13,125.6,1460,Fresh Food,1,Regular Fresh Food Customers,0
3381,9,61.25,1461,Beverages,1,Regular Beverages Customers,0
3546,8,105.1,1462,Beverages,4,Occasional Beverages Buyers,0
3470,14,121.8,1463,Fresh Food,1,Regular Fresh Food Customers,0
3547,21,202.74,1464,Fresh Food,2,Lost Fresh Food Customers,0
3497,26,208.22,1465,Fresh Food,2,Lost Fresh Food Customers,0
3393,12,80.3,1466,Fresh Food,1,Regular Fresh Food Customers,0
3436,10,79.9,1467,Fresh Food,1,Regular Fresh Food Customers,0
3539,12,96.28,1468,Fresh Food,1,Regular Fresh Food Customers,0
3530,8,48.3,1469,Beverages,3,New Beverages Customers,0
3396,27,256.25,1470,Fresh Food,2,Lost Fresh Food Customers,0
3558,12,100.5,1471,Dairy,1,Regular Dairy Customers,0
3588,14,99.7,1472,Dairy,4,Occasional Dairy Buyers,0
3402,6,34.77,1473,Dairy,3,New Dairy Customers,0
3394,10,70.2,1474,Fresh Food,1,Regular Fresh Food Customers,0
3887,8,49.3,1475,Fresh Food,0,Loyal Fresh Food Buyers,0
3557,15,130.06,1476,Dairy,4,Occasional Dairy Buyers,0
3403,27,223.95,1477,Fresh Food,2,Lost Fresh Food Customers,0
3422,11,97.54,1478,Dairy,1,Regular Dairy Customers,0
3453,4,21.1,1479,Fresh Food,3,New Fresh Food Customers,0
3519,5,53.1,1480,Fresh Food,3,New Fresh Food Customers,0
3450,7,65.3,1481,Fresh Food,3,New Fresh Food Customers,0
3500,11,77.54,1482,Beverages,1,Regular Beverages Customers,0
3871,4,57.5,1483,Fresh Food,0,Loyal Fresh Food Buyers,0
3555,12,90.75,1484,Fresh Food,1,Regular Fresh Food Customers,0
3750,7,70.4,1485,Fresh Food,0,Loyal Fresh Food Buyers,0
3430,14,123.52,1486,Fresh Food,1,Regular Fresh Food Customers,0
3428,13,95.5,1487,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3431,7,59.3,1488,Fresh Food,3,New Fresh Food Customers,0
3455,8,35.6,1489,Bakery & Sweets,3,New Bakery & Sweets Customers,0
3534,7,43.2,1490,Dairy,3,New Dairy Customers,0
3423,4,20.6,1491,Fresh Food,3,New Fresh Food Customers,0
3678,17,132.7,1492,Dairy,4,Occasional Dairy Buyers,0
3852,6,28.2,1493,Dairy,0,Loyal Dairy Buyers,0
3414,8,71.0,1494,Dairy,1,Regular Dairy Customers,0
3517,10,85.85,1495,Fresh Food,1,Regular Fresh Food Customers,0
3713,9,74.6,1496,Fresh Food,4,Occasional Fresh Food Buyers,0
3420,12,43.35,1497,Beverages,1,Regular Beverages Customers,0
3615,5,37.8,1498,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3414,12,148.6,1499,Dairy,1,Regular Dairy Customers,0
3383,10,63.45,1500,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3506,16,201.92,1501,Dairy,2,Lost Dairy Customers,0
3385,16,163.14,1502,Dairy,2,Lost Dairy Customers,0
3448,6,83.6,1503,Fresh Food,3,New Fresh Food Customers,0
3737,13,119.52,1504,Dairy,4,Occasional Dairy Buyers,0
3541,14,73.23,1505,Fresh Food,1,Regular Fresh Food Customers,0
3385,15,194.4,1506,Pet Care,2,Lost Pet Care Customers,0
3502,10,95.8,1507,Dairy,1,Regular Dairy Customers,0
3446,6,58.4,1508,Fresh Food,3,New Fresh Food Customers,0
3518,2,10.6,1509,Fresh Food,3,New Fresh Food Customers,0
3807,6,72.7,1510,Fresh Food,0,Loyal Fresh Food Buyers,0
3412,24,165.52,1511,Beverages,2,Lost Beverages Customers,0
3511,9,74.85,1512,Dairy,1,Regular Dairy Customers,0
3789,10,111.2,1513,Beverages,0,Loyal Beverages Buyers,0
3379,14,98.55,1514,Dairy,1,Regular Dairy Customers,0
3547,10,87.8,1515,Fresh Food,1,Regular Fresh Food Customers,0
3471,12,75.74,1516,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3711,3,44.92,1517,Fresh Food,0,Loyal Fresh Food Buyers,0
3904,2,22.4,1518,Fresh Food,0,Loyal Fresh Food Buyers,0
3460,19,167.3,1519,Dairy,2,Lost Dairy Customers,0
3545,7,91.1,1520,Fresh Food,4,Occasional Fresh Food Buyers,0
3506,11,86.4,1521,Dairy,1,Regular Dairy Customers,0
3544,8,76.1,1522,Dairy,3,New Dairy Customers,0
3595,2,39.4,1523,Fresh Food,3,New Fresh Food Customers,0
3739,16,157.4,1524,Bakery & Sweets,4,Occasional Bakery & Sweets Buyers,0
3397,11,98.44,1525,Beverages,1,Regular Beverages Customers,0
3670,4,74.2,1526,Dairy,0,Loyal Dairy Buyers,0
3748,4,52.3,1527,Fresh Food,0,Loyal Fresh Food Buyers,0
3444,8,29.45,1528,Fresh Food,3,New Fresh Food Customers,0
3407,18,155.76,1529,Fresh Food,2,Lost Fresh Food Customers,0
3644,6,92.3,1530,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3421,12,124.0,1531,Fresh Food,1,Regular Fresh Food Customers,0
3394,12,99.85,1532,Dairy,1,Regular Dairy Customers,0
3424,12,143.8,1533,Fresh Food,1,Regular Fresh Food Customers,0
3657,5,67.5,1534,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3627,20,153.97,1535,Fresh Food,4,Occasional Fresh Food Buyers,0
3669,10,35.4,1536,Fresh Food,0,Loyal Fresh Food Buyers,0
3443,5,53.1,1537,Beverages,3,New Beverages Customers,0
3589,13,84.25,1538,Fresh Food,4,Occasional Fresh Food Buyers,0
3380,5,42.8,1539,Fresh Food,3,New Fresh Food Customers,0
3623,18,97.64,1540,Fresh Food,4,Occasional Fresh Food Buyers,0
3763,3,4.8,1542,Fresh Food,0,Loyal Fresh Food Buyers,0
3821,6,41.32,1544,Fresh Food,0,Loyal Fresh Food Buyers,0
3601,8,49.3,1545,Frozen & Processed Food,3,New Frozen & Processed Food Customers,0
3719,17,134.45,1546,Beverages,4,Occasional Beverages Buyers,0
3515,15,125.25,1547,Dairy,1,Regular Dairy Customers,0
3427,3,59.1,1548,Bakery & Sweets,3,New Bakery & Sweets Customers,0
3416,15,160.1,1549,Beverages,1,Regular Beverages Customers,0
3392,19,158.9,1550,Bakery & Sweets,2,Lost Bakery & Sweets Customers,0
3447,19,197.0,1551,Fresh Food,2,Lost Fresh Food Customers,0
3397,17,145.44,1552,Bakery & Sweets,2,Lost Bakery & Sweets Customers,0
3928,4,31.86,1553,Fresh Food,0,Loyal Fresh Food Buyers,0
3479,14,103.1,1554,Fresh Food,1,Regular Fresh Food Customers,0
3865,6,33.35,1555,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3716,8,60.7,1556,Fresh Food,0,Loyal Fresh Food Buyers,0
3783,4,19.3,1557,Fresh Food,0,Loyal Fresh Food Buyers,0
3480,8,43.4,1558,Fresh Food,3,New Fresh Food Customers,0
3504,5,22.6,1559,Fresh Food,3,New Fresh Food Customers,0
3448,7,75.04,1560,Snacks,3,New Snacks Customers,0
3744,7,38.35,1561,Dairy,0,Loyal Dairy Buyers,0
3591,18,149.25,1562,Fresh Food,4,Occasional Fresh Food Buyers,0
3507,17,75.45,1563,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3566,2,9.0,1564,Fresh Food,3,New Fresh Food Customers,0
3958,4,27.2,1565,Fresh Food,0,Loyal Fresh Food Buyers,0
3606,8,72.0,1566,Fresh Food,4,Occasional Fresh Food Buyers,0
3600,16,126.85,1567,Fresh Food,4,Occasional Fresh Food Buyers,0
3405,16,163.9,1568,Fresh Food,2,Lost Fresh Food Customers,0
3749,7,43.56,1569,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3394,8,53.55,1570,Fresh Food,3,New Fresh Food Customers,0
3837,4,25.2,1571,Beverages,0,Loyal Beverages Buyers,0
3468,11,65.7,1572,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3459,9,65.5,1573,Fresh Food,3,New Fresh Food Customers,0
3512,4,61.8,1574,Fresh Food,3,New Fresh Food Customers,0
3420,30,239.96,1575,Dairy,2,Lost Dairy Customers,0
3438,8,42.2,1577,Fresh Food,3,New Fresh Food Customers,0
3771,2,18.0,1578,Fresh Food,0,Loyal Fresh Food Buyers,0
3402,19,178.54,1579,Bakery & Sweets,2,Lost Bakery & Sweets Customers,0
3696,7,77.24,1580,Fresh Food,0,Loyal Fresh Food Buyers,0
3472,7,30.5,1581,Fresh Food,3,New Fresh Food Customers,0
3476,24,254.8,1582,Household & Hygiene,2,Lost Household & Hygiene Customers,0
3411,16,102.2,1583,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3630,5,36.9,1584,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3482,6,67.2,1585,Fresh Food,3,New Fresh Food Customers,0
3488,10,78.0,1586,Fresh Food,1,Regular Fresh Food Customers,0
3846,4,12.9,1587,Dairy,0,Loyal Dairy Buyers,0
3824,5,83.4,1588,Fresh Food,0,Loyal Fresh Food Buyers,0
3426,8,61.1,1589,Fresh Food,1,Regular Fresh Food Customers,0
3630,1,2.4,1590,Fresh Food,0,Loyal Fresh Food Buyers,0
3682,12,96.1,1591,Dairy,4,Occasional Dairy Buyers,0
3651,7,43.6,1592,Fresh Food,0,Loyal Fresh Food Buyers,0
3407,12,86.55,1593,Fresh Food,1,Regular Fresh Food Customers,0
3966,7,43.9,1594,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3564,18,135.1,1595,Fresh Food,2,Lost Fresh Food Customers,0
3427,7,100.6,1596,Dairy,1,Regular Dairy Customers,0
3430,13,152.7,1597,Dairy,1,Regular Dairy Customers,0
3410,9,85.2,1598,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3416,16,193.71,1599,Fresh Food,2,Lost Fresh Food Customers,0
3382,13,116.69,1601,Dairy,1,Regular Dairy Customers,0
3401,12,77.15,1602,Fresh Food,1,Regular Fresh Food Customers,0
3413,18,141.7,1603,Dairy,2,Lost Dairy Customers,0
3560,5,45.76,1604,Fresh Food,3,New Fresh Food Customers,0
3392,10,105.1,1605,Beverages,1,Regular Beverages Customers,0
3601,6,57.2,1606,Fresh Food,0,Loyal Fresh Food Buyers,0
3453,7,26.9,1607,Fresh Food,3,New Fresh Food Customers,0
3400,16,172.97,1608,Fresh Food,2,Lost Fresh Food Customers,0
3853,4,86.2,1609,Beverages,0,Loyal Beverages Buyers,0
3621,8,71.9,1610,Dairy,4,Occasional Dairy Buyers,0
3768,6,33.4,1611,Fresh Food,0,Loyal Fresh Food Buyers,0
3448,27,208.82,1612,Frozen & Processed Food,2,Lost Frozen & Processed Food Customers,0
3479,8,62.9,1613,Dairy,3,New Dairy Customers,0
3639,4,84.66,1614,Dairy,0,Loyal Dairy Buyers,0
3394,16,110.55,1615,Dairy,1,Regular Dairy Customers,0
3575,5,38.29,1616,Dairy,3,New Dairy Customers,0
3772,2,4.2,1617,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3475,11,62.1,1618,Dairy,1,Regular Dairy Customers,0
3623,6,47.1,1619,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3534,8,56.3,1620,Dairy,3,New Dairy Customers,0
3412,12,121.8,1621,Fresh Food,1,Regular Fresh Food Customers,0
3398,8,36.1,1622,Beverages,3,New Beverages Customers,0
3861,6,41.7,1623,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3484,6,17.0,1624,Beverages,3,New Beverages Customers,0
3431,14,129.9,1625,Fresh Food,1,Regular Fresh Food Customers,0
3385,6,33.6,1626,Bakery & Sweets,3,New Bakery & Sweets Customers,0
3410,11,99.05,1627,Fresh Food,1,Regular Fresh Food Customers,0
3757,6,57.39,1628,Dairy,0,Loyal Dairy Buyers,0
3519,8,70.1,1629,Fresh Food,3,New Fresh Food Customers,0
3620,6,72.0,1630,Fresh Food,0,Loyal Fresh Food Buyers,0
3407,11,49.2,1631,Fresh Food,1,Regular Fresh Food Customers,0
3519,8,82.7,1632,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3731,3,7.5,1633,Dairy,0,Loyal Dairy Buyers,0
3462,12,60.4,1634,Dairy,1,Regular Dairy Customers,0
3753,4,27.0,1635,Dairy,0,Loyal Dairy Buyers,0
3485,16,140.6,1636,Fresh Food,2,Lost Fresh Food Customers,0
3622,15,85.4,1638,Dairy,4,Occasional Dairy Buyers,0
3434,17,185.5,1639,Fresh Food,2,Lost Fresh Food Customers,0
3434,10,104.3,1640,Dairy,1,Regular Dairy Customers,0
3460,10,125.6,1641,Fresh Food,1,Regular Fresh Food Customers,0
3436,11,101.4,1642,Beverages,1,Regular Beverages Customers,0
3414,19,161.76,1643,Dairy,2,Lost Dairy Customers,0
3557,8,74.3,1644,Fresh Food,3,New Fresh Food Customers,0
3497,11,76.0,1645,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3919,4,78.7,1646,Dairy,0,Loyal Dairy Buyers,0
3718,8,61.8,1647,Dairy,0,Loyal Dairy Buyers,0
3410,10,60.55,1648,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3423,9,114.88,1649,Fresh Food,1,Regular Fresh Food Customers,0
3879,11,104.69,1650,Beverages,0,Loyal Beverages Buyers,0
3595,9,69.3,1651,Fresh Food,4,Occasional Fresh Food Buyers,0
3478,9,73.0,1652,Fresh Food,1,Regular Fresh Food Customers,0
3420,6,39.8,1653,Fresh Food,3,New Fresh Food Customers,0
3422,6,72.94,1654,Dairy,3,New Dairy Customers,0
3466,23,260.9,1655,Bakery & Sweets,2,Lost Bakery & Sweets Customers,0
3451,17,123.56,1656,Dairy,2,Lost Dairy Customers,0
3694,6,79.5,1657,Frozen & Processed Food,0,Loyal Frozen & Processed Food Buyers,0
3510,11,46.45,1658,Fresh Food,1,Regular Fresh Food Customers,0
3455,4,19.5,1659,Fresh Food,3,New Fresh Food Customers,0
3486,14,107.2,1660,Fresh Food,1,Regular Fresh Food Customers,0
3473,13,67.54,1661,Fresh Food,1,Regular Fresh Food Customers,0
3512,10,159.3,1662,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3668,2,36.7,1663,Fresh Food,0,Loyal Fresh Food Buyers,0
3555,15,117.4,1664,Dairy,4,Occasional Dairy Buyers,0
3476,16,192.1,1665,Dairy,2,Lost Dairy Customers,0
4105,2,8.4,1666,Fresh Food,0,Loyal Fresh Food Buyers,0
3579,20,170.72,1667,Fresh Food,4,Occasional Fresh Food Buyers,0
3592,14,98.0,1668,Fresh Food,4,Occasional Fresh Food Buyers,0
3930,2,14.9,1669,Fresh Food,0,Loyal Fresh Food Buyers,0
3520,6,41.3,1670,Fresh Food,3,New Fresh Food Customers,0
3435,10,157.5,1672,Dairy,1,Regular Dairy Customers,0
3622,6,81.2,1673,Fresh Food,0,Loyal Fresh Food Buyers,0
4080,4,33.4,1674,Fresh Food,0,Loyal Fresh Food Buyers,0
3393,10,108.4,1676,Fresh Food,1,Regular Fresh Food Customers,0
3410,5,50.4,1677,Fresh Food,3,New Fresh Food Customers,0
3475,18,236.3,1678,Fresh Food,2,Lost Fresh Food Customers,0
3428,11,107.11,1679,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3641,4,18.0,1680,Beverages,0,Loyal Beverages Buyers,0
3650,10,68.9,1681,Bakery & Sweets,4,Occasional Bakery & Sweets Buyers,0
3539,6,29.3,1682,Fresh Food,3,New Fresh Food Customers,0
3653,3,29.14,1683,Fresh Food,0,Loyal Fresh Food Buyers,0
3590,2,7.4,1684,Dairy,3,New Dairy Customers,0
3382,21,262.2,1685,Beverages,2,Lost Beverages Customers,0
3747,6,37.73,1686,Fresh Food,0,Loyal Fresh Food Buyers,0
3429,21,220.0,1687,Fresh Food,2,Lost Fresh Food Customers,0
3480,4,37.2,1688,Fresh Food,3,New Fresh Food Customers,0
3559,4,53.8,1689,Bakery & Sweets,3,New Bakery & Sweets Customers,0
3471,12,61.5,1690,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3520,17,312.46,1692,Fresh Food,2,Lost Fresh Food Customers,0
3603,8,69.5,1693,Bakery & Sweets,4,Occasional Bakery & Sweets Buyers,0
3623,15,144.6,1694,Bakery & Sweets,4,Occasional Bakery & Sweets Buyers,0
3593,15,167.15,1695,Bakery & Sweets,4,Occasional Bakery & Sweets Buyers,0
3500,12,131.3,1696,Fresh Food,1,Regular Fresh Food Customers,0
4015,2,20.4,1697,Fresh Food,0,Loyal Fresh Food Buyers,0
3569,7,65.1,1698,Fresh Food,3,New Fresh Food Customers,0
3485,8,62.95,1699,Fresh Food,3,New Fresh Food Customers,0
3708,11,96.37,1700,Fresh Food,4,Occasional Fresh Food Buyers,0
3459,2,24.7,1701,Beverages,3,New Beverages Customers,0
3491,8,48.2,1702,Dairy,3,New Dairy Customers,0
3620,10,82.1,1703,Fresh Food,4,Occasional Fresh Food Buyers,0
3415,10,97.9,1705,Dairy,1,Regular Dairy Customers,0
3392,10,127.8,1706,Beverages,1,Regular Beverages Customers,0
3419,20,212.9,1707,Fresh Food,2,Lost Fresh Food Customers,0
3534,2,8.0,1708,Fresh Food,3,New Fresh Food Customers,0
3522,23,135.4,1709,Fresh Food,2,Lost Fresh Food Customers,0
3627,15,99.18,1710,Bakery & Sweets,4,Occasional Bakery & Sweets Buyers,0
3390,9,82.35,1711,Fresh Food,1,Regular Fresh Food Customers,0
3698,10,53.54,1712,Dairy,4,Occasional Dairy Buyers,0
3408,12,156.25,1714,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3511,7,75.2,1715,Dairy,3,New Dairy Customers,0
3715,5,23.1,1716,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3741,7,52.1,1717,Fresh Food,0,Loyal Fresh Food Buyers,0
3530,12,132.63,1718,Fresh Food,1,Regular Fresh Food Customers,0
3546,5,37.5,1719,Dairy,3,New Dairy Customers,0
3504,7,133.7,1720,Fresh Food,1,Regular Fresh Food Customers,0
3404,16,237.2,1721,Beverages,2,Lost Beverages Customers,0
3957,2,14.5,1722,Dairy,0,Loyal Dairy Buyers,0
3441,7,27.96,1723,Fresh Food,3,New Fresh Food Customers,0
3432,10,83.3,1724,Fresh Food,1,Regular Fresh Food Customers,0
3973,4,25.14,1725,Fresh Food,0,Loyal Fresh Food Buyers,0
3590,10,86.2,1726,Fresh Food,4,Occasional Fresh Food Buyers,0
3927,9,37.59,1727,Fresh Food,0,Loyal Fresh Food Buyers,0
3381,21,218.15,1728,Beverages,2,Lost Beverages Customers,0
3458,6,66.2,1729,Fresh Food,3,New Fresh Food Customers,0
3590,13,88.5,1730,Fresh Food,4,Occasional Fresh Food Buyers,0
3582,9,70.7,1731,Fresh Food,4,Occasional Fresh Food Buyers,0
3652,2,7.8,1732,Fresh Food,0,Loyal Fresh Food Buyers,0
3425,13,133.95,1733,Dairy,1,Regular Dairy Customers,0
3451,10,132.96,1734,Fresh Food,1,Regular Fresh Food Customers,0
3658,7,71.3,1735,Bakery & Sweets,4,Occasional Bakery & Sweets Buyers,0
3567,16,155.6,1736,Dairy,4,Occasional Dairy Buyers,0
3496,9,36.6,1737,Fresh Food,3,New Fresh Food Customers,0
3590,23,209.6,1738,Bakery & Sweets,2,Lost Bakery & Sweets Customers,0
3378,8,80.5,1739,Fresh Food,1,Regular Fresh Food Customers,0
3782,2,38.1,1740,Fresh Food,0,Loyal Fresh Food Buyers,0
3445,15,92.9,1741,Fresh Food,1,Regular Fresh Food Customers,0
3470,18,236.4,1742,Fresh Food,2,Lost Fresh Food Customers,0
3616,12,74.0,1743,Bakery & Sweets,4,Occasional Bakery & Sweets Buyers,0
3452,12,69.0,1744,Beverages,1,Regular Beverages Customers,0
3487,5,50.7,1745,Fresh Food,3,New Fresh Food Customers,0
3508,8,29.2,1746,Fresh Food,3,New Fresh Food Customers,0
3489,21,161.7,1747,Fresh Food,2,Lost Fresh Food Customers,0
3467,13,78.15,1748,Dairy,1,Regular Dairy Customers,0
3824,8,22.35,1749,Fresh Food,0,Loyal Fresh Food Buyers,0
3758,8,59.2,1750,Fresh Food,0,Loyal Fresh Food Buyers,0
3808,11,96.62,1751,Dairy,0,Loyal Dairy Buyers,0
3724,9,71.6,1752,Fresh Food,4,Occasional Fresh Food Buyers,0
3500,11,77.85,1753,Fresh Food,1,Regular Fresh Food Customers,0
4011,10,98.5,1754,Fresh Food,0,Loyal Fresh Food Buyers,0
3558,11,63.2,1755,Dairy,4,Occasional Dairy Buyers,0
3617,6,14.8,1756,Fresh Food,0,Loyal Fresh Food Buyers,0
3642,6,69.35,1757,Fresh Food,0,Loyal Fresh Food Buyers,0
3378,17,171.4,1758,Dairy,2,Lost Dairy Customers,0
3688,20,305.72,1759,Fresh Food,2,Lost Fresh Food Customers,0
3765,3,33.8,1760,Beverages,0,Loyal Beverages Buyers,0
3422,15,106.6,1761,Household & Hygiene,1,Regular Household & Hygiene Customers,0
3448,17,152.42,1762,Fresh Food,2,Lost Fresh Food Customers,0
3489,8,101.8,1763,Fresh Food,4,Occasional Fresh Food Buyers,0
3458,24,116.3,1764,Dairy,2,Lost Dairy Customers,0
3386,10,98.8,1765,Pantry Staples,1,Regular Pantry Staples Customers,0
3416,5,42.2,1766,Beverages,3,New Beverages Customers,0
3779,2,24.2,1767,Fresh Food,0,Loyal Fresh Food Buyers,0
3390,4,23.48,1768,Fresh Food,3,New Fresh Food Customers,0
3817,5,63.3,1769,Dairy,0,Loyal Dairy Buyers,0
3401,9,64.2,1770,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3379,10,129.9,1771,Fresh Food,1,Regular Fresh Food Customers,0
3860,2,13.4,1772,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3438,8,49.22,1773,Fresh Food,3,New Fresh Food Customers,0
4075,2,26.8,1774,Fresh Food,0,Loyal Fresh Food Buyers,0
3389,10,71.9,1775,Fresh Food,1,Regular Fresh Food Customers,0
3569,11,71.2,1776,Dairy,4,Occasional Dairy Buyers,0
3736,9,52.2,1777,Fresh Food,0,Loyal Fresh Food Buyers,0
3436,11,86.65,1778,Fresh Food,1,Regular Fresh Food Customers,0
3516,4,52.3,1779,Bakery & Sweets,3,New Bakery & Sweets Customers,0
3382,10,177.32,1780,Dairy,1,Regular Dairy Customers,0
3460,19,148.52,1781,Bakery & Sweets,2,Lost Bakery & Sweets Customers,0
3379,12,143.12,1782,Fresh Food,1,Regular Fresh Food Customers,0
3480,11,56.45,1783,Fresh Food,1,Regular Fresh Food Customers,0
3428,7,49.8,1784,Fresh Food,3,New Fresh Food Customers,0
3438,8,180.3,1785,Fresh Food,1,Regular Fresh Food Customers,0
3523,15,117.9,1786,Beverages,4,Occasional Beverages Buyers,0
3388,2,9.0,1787,Fresh Food,3,New Fresh Food Customers,0
3532,4,67.8,1788,Fresh Food,3,New Fresh Food Customers,0
3394,9,55.3,1789,Fresh Food,1,Regular Fresh Food Customers,0
3601,2,18.8,1790,Fresh Food,3,New Fresh Food Customers,0
3468,4,31.9,1791,Fresh Food,3,New Fresh Food Customers,0
3476,6,58.36,1792,Fresh Food,3,New Fresh Food Customers,0
3415,13,167.0,1793,Fresh Food,2,Lost Fresh Food Customers,0
3423,4,21.4,1794,Beverages,3,New Beverages Customers,0
3414,11,133.35,1795,Fresh Food,1,Regular Fresh Food Customers,0
